depth_scaled,volcap,subset,gate,overlay,IS_sh,IS_dd,IS_cagr,IS_vol,OOS_sh,OOS_cagr,OOS_dd,OOS_vol,OOS_worst,max_corr
True,False,CORE3,NONE,V2_BOOK,0.5578630047793639,-0.10813163821630156,0.02928691879352141,0.05438410497275237,0.29375947419030096,0.009638807185391896,-0.11503879994262356,0.03470462100694452,-0.038316868466173264,
True,False,CORE3,NONE,V2_PERC,0.8984040699650896,-0.10787357403409004,0.05644043348075245,0.06334034383999285,0.35465050694171374,0.016398710509375913,-0.1669183770071997,0.0492838822426095,-0.05181797871663933,
True,False,CORE3,NONE,JOINT_PERC,0.8886252274793138,-0.10787357403409004,0.055777417160279175,0.06333000148396595,0.3581437891210491,0.01679309216941194,-0.1698566029996671,0.049983188213916986,-0.05181797871663933,
True,False,CORE3,PROD_SIZE,OFF,1.0495159616173546,-0.18694645482115535,0.11365566025704998,0.1081467822018806,0.38056298874286826,0.033249782494801705,-0.2967924010181008,0.09891421844903946,-0.10935567936642066,0.5058330134099932
True,False,CORE3,PROD_SIZE,V2_BOOK,0.556653660603962,-0.10880958739052615,0.02921095477523994,0.0543679383745847,0.2731543050916258,0.00908683875572458,-0.12903081718317244,0.03540997863159268,-0.03830372682105729,
True,False,CORE3,PROD_SIZE,V2_PERC,0.8755111810272417,-0.1095921181714069,0.055217089504866035,0.06369869171387815,0.37734909456695537,0.01709416230008176,-0.14971512510699592,0.047962547006536405,-0.05181797871663933,
True,False,CORE3,PROD_SIZE,JOINT_PERC,0.8660479341736685,-0.1095921181714069,0.05457316143662094,0.06368902617306343,0.3998738805906999,0.018371839397902878,-0.14109039874840834,0.048460626300609426,-0.05181797871663933,
True,False,CORE3,UT_GATE,OFF,0.5391404788001993,-0.2309670600866528,0.047022679291785385,0.09331453439437465,0.647979095836411,0.053708463831995346,-0.1861846444287254,0.08650807366589035,-0.09485812011065775,0.5131918474693561
True,False,CORE3,UT_GATE,V2_BOOK,-0.0043788662774901345,-0.10409078672428207,-0.0010918616267698855,0.042641835803520996,0.6450765666678039,0.023957780995556677,-0.11348658875963791,0.03780774481720025,-0.023530309411228204,
True,False,CORE3,UT_GATE,V2_PERC,0.7008704906450823,-0.10836102434338934,0.04143336837084077,0.060527567305414684,0.5220022685181831,0.026947641326386496,-0.1375817879486373,0.053706835083426274,-0.05181797871663933,
True,False,CORE3,UT_GATE,JOINT_PERC,0.7008704906450823,-0.10836102434338934,0.04143336837084077,0.060527567305414684,0.5179530548864353,0.02689593501274623,-0.13471407256449142,0.0540669522140113,-0.05181797871663933,
